appid,title,price_usd,is_free,coming_soon,early_access,release_date,genres,categories,review_count,dlc_count,required_age,windows,mac,linux,supported_languages,achievements,developer,publisher,short_desc,review_polarization,success,owners_estimate
229600,Bientôt l'été,9.99,False,False,False,"Feb 6, 2013",Casual;Indie;Simulation,Single-player;Multi-player;Family Sharing,285,0,0.0,True,True,False,10,0,Tale of Tales,Tale of Tales,"Bientôt l’été is a videogame for two players. Two players who pretend to be lovers. They pretend to be lovers separated from each other by lightyears of deep space. They have lonely walks along the shore of a simulated ocean, thinking wistful thoughts of each other. Thoughts from ancient Earth literature by Marguerite Duras.",0.9335664335664337,0,"20,000 .. 50,000"
286750,Zoo Empire,6.99,False,False,False,"Sep 3, 2015",Casual;Simulation;Strategy,Single-player;Family Sharing,152,0,0.0,True,False,False,1,0,Enlight Software Limited,Retroism,"It's a zoo out there, and you're in charge! Go wild with your imagination running the most exotic, fun and exciting zoo ever.",0.5555555555555556,0,"20,000 .. 50,000"
35010,Batman: Arkham Asylum Game of the Year Edition,19.99,False,False,False,"Mar 26, 2010",Action;Adventure,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Family Sharing,22483,0,0.0,True,False,False,5,47,Rocksteady Studios,WB Games,Experience what it’s like to be Batman and face off against Gotham's greatest villians. Explore every inch of Arkham Asylum and roam freely on the infamous island.,0.0815246397438178,1,"50,000 .. 100,000"
298630,The Escapists,17.99,False,False,False,"Feb 13, 2015",Action;Adventure;Indie;Simulation;Strategy,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Family Sharing,16050,5,0.0,True,True,True,7,37,Mouldy Toof Studios,Team17,The Escapists provides players the opportunity of experiencing a light-hearted insight into everyday prison life with the main objective being that of escaping!,0.1955641393059622,0,"500,000 .. 1,000,000"
212630,Tom Clancy's Ghost Recon: Future Soldier™,19.99,False,False,False,"Jun 26, 2012",Action,Single-player;Multi-player;Co-op,5614,0,17.0,True,False,False,11,0,Ubisoft Paris,Ubisoft,"In Ghost Recon Future Soldier join an elite team of highly trained, cut-throat special-ops soldiers. Armed to the teeth with unrivalled combat technology, Ghost Recon takes you to the globe’s most deadly warzones to hunt down the highest value targets.",0.6064113980409618,0,"200,000 .. 500,000"
218680,Scribblenauts Unlimited,19.99,False,False,False,"Nov 19, 2012",Adventure;Casual;Strategy,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Family Sharing,11755,0,0.0,True,False,False,7,25,5th Cell Media,Warner Bros. Interactive Entertainment,"The best-selling, award-winning franchise is back – on your home PC in gorgeous HD for the first time.",0.1220653283429737,1,"1,000,000 .. 2,000,000"
606280,Darksiders III,39.99,False,False,False,"Nov 27, 2018",Action;Adventure;RPG,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on Phone;Remote Play on Tablet;Remote Play on TV;Family Sharing,15197,3,0.0,True,False,False,14,64,Gunfire Games,THQ Nordic,"Return to an apocalyptic Earth in Darksiders III, a hack-n-slash Action Adventure where players assume the role of FURY in her quest to hunt down and dispose of the Seven Deadly Sins. The most enigmatic of the Four Horsemen, FURY must bring balance to the forces that now ravage Earth.",0.46999605211212,0,"1,000,000 .. 2,000,000"
1231950,The Innsmouth Case,12.49,False,False,False,"Jun 23, 2020",Adventure;Indie,Single-player;Steam Achievements;Family Sharing,178,0,0.0,True,True,False,3,23,RobotPumpkin Games,Assemble Entertainment,The Innsmouth Case is a text adventure game inspired by H.P. Lovecraft and the very first text-based adventure to combine horror and comedy in a fit and proper way.,0.6536312849162011,0,"0 .. 20,000"
787860,Farming Simulator 19,17.99,False,False,False,"Nov 19, 2018",Simulation,Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on Tablet;Remote Play on TV;Family Sharing,74620,10,0.0,True,True,False,18,23,Giants Software,Giants Software,"The best-selling franchise takes a giant leap forward with a complete overhaul of the graphics engine, offering the most striking and immersive visuals and effects, along with the deepest and most complete farming experience ever.",0.1118317899786923,1,"2,000,000 .. 5,000,000"
1291860,Rough Justice: '84,19.99,False,False,False,"Mar 13, 2023",Adventure;Casual;Indie;Simulation;Strategy,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Family Sharing,97,2,0.0,True,False,False,7,71,Gamma Minus,Daedalic Entertainment,"Do what it takes to make your fledgling security agency thrive in this 80s noir crime bustin', dirty crossing, vengeance-seeking board game inspired strategy game with dice and cards.",0.4591836734693877,0,"50,000 .. 100,000"
1644080,Rock 'n' Roll Will Never Die!,14.99,False,False,False,"Apr 28, 2022",Adventure;Indie,Single-player;Steam Achievements;Family Sharing,34,0,0.0,True,False,False,1,29,Valtteri Tavast,Instant Million,"Hair metal's not dead, it just smells funny! Get your denim vest, bandana and makeup, and dive into a point-and-click adventure as a middle-aged teddy bear planning a comeback with his old glam metal band – in a world where glam metal has been dead and buried for decades.",0.1999999999999999,1,"20,000 .. 50,000"
408760,Pro Cycling Manager 2016,9.99,False,False,False,"Jun 16, 2016",Simulation;Sports,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop;In-App Purchases;Steam Cloud;Family Sharing,396,0,0.0,True,False,False,10,47,Cyanide Studio,Nacon,Become the sports manager of a professional cycling team and take part in a great 2016 season that will let you travel the world in over 200 cycling events.,0.6675062972292192,0,"50,000 .. 100,000"
739080,9 Monkeys of Shaolin,19.99,False,False,False,"Oct 16, 2020",Action;Adventure;Indie;RPG,Single-player;Multi-player;Co-op;Online Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud;Steam Leaderboards;Remote Play Together;Family Sharing,833,2,0.0,True,False,True,8,31,Sobaka Studio,ESDigital Games,The true rebirth of iconic beat 'em up genre in vein of old-school video games! As a simple Chinese fisherman Wei Cheng you have to avenge the death of your friends and family slaughtered in a pirate raid at your peaceful village.,0.2865707434052758,0,"100,000 .. 200,000"
2387460,Aureole - Wings of Hope,12.99,False,False,False,"May 15, 2025",Action;Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing,74,2,0.0,True,False,False,5,38,Team Stargazers,JanduSoft,"At sonic speeds, Aureole - Wings of Hope takes platforming to the literal skies! Join Ramila and Ryleth on their crusade to reclaim their home from demonic forces in this unique physics-based side-scrolling game.",0.0666666666666666,1,"0 .. 20,000"
751820,Black Future '88,19.99,False,False,False,"Nov 21, 2019",Action;Adventure,Single-player;Multi-player;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Remote Play Together;Family Sharing,731,1,0.0,True,False,False,5,29,SUPERSCARYSNAKES,Good Shepherd Entertainment,"Black Future ’88 is a Synth-Punk roguelike 2D action Shooter. Vertically climb an always evolving procedural tower to reach the top and kill its insane owner…before your heart explodes. Shoot, slash, dash and upgrade yourself to survive the endless waves of Homicidal AI, Traps &amp; Colossal Wardens.",0.5587431693989071,0,"100,000 .. 200,000"
204880,Sins of a Solar Empire®: Rebellion,19.99,False,False,False,"Jun 12, 2012",Action;Indie;Simulation;Strategy,Single-player;Multi-player;PvP;Online PvP;LAN PvP;Co-op;Online Co-op;LAN Co-op;Steam Achievements;Steam Trading Cards;Custom Volume Controls;Adjustable Difficulty;Playable without Timed Input;Save Anytime;Stereo Sound;Surround Sound;Steam Cloud;Includes level editor;Family Sharing,16015,5,0.0,True,False,False,8,68,Ironclad Games Corporation,Stardock Entertainment,"Command a space-faring empire in Sins of a Solar Empire: Rebellion, the new stand-alone expansion that combines 4X depth with real-time strategy gameplay.",0.1369255744255744,1,"2,000,000 .. 5,000,000"
2625550,Centum,14.99,False,False,False,"Mar 11, 2025",Indie;RPG,Single-player;Steam Achievements;Full controller support;Family Sharing,119,2,0.0,True,True,False,8,30,Hack The Publisher,Serenity Forge,"Every why has a wherefore. You are trapped, and you must escape. But is that really the goal? Centum is an unreliable narrative-driven adventure where everything may be a lie.",0.3583333333333333,0,"0 .. 20,000"
262190,Zombeer,4.99,False,False,False,"Jan 30, 2015",Action;Indie,Single-player;Steam Achievements;Full controller support;Family Sharing,290,0,17.0,True,False,False,5,12,Moonbite Games,New Gravity Laws,"In the near (and some might say, lucky) future, there is a pandemic transforming the world’s population into zombies. That’s not the lucky part – it’s this: Once bitten by a zombie, the only way to stave off the infection is drinking beer!",0.5463917525773196,0,"50,000 .. 100,000"
253390,Hot Tin Roof: The Cat That Wore A Fedora,14.99,False,False,False,"Feb 20, 2015",Action;Adventure;Indie;RPG,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Family Sharing,217,1,0.0,True,True,True,1,30,Glass Bottom Games,Glass Bottom Games,"You’re the Private Investigator on a string of grisly murders, scouring for clues in a 3D side-scrolling world. Grab your fedora and revolver - in Hot Tin Roof you’re on the case! Dive into a noir mystery and become Emma Jones, the only PI partnered to a cat named Franky.",0.7385321100917431,0,"100,000 .. 200,000"
858260,Until You Fall,24.99,False,False,False,"Oct 27, 2020",Action;Adventure;Indie,Single-player;Steam Achievements;Tracked Controller Support;VR Only;Steam Trading Cards;Custom Volume Controls;Adjustable Difficulty;Steam Cloud;Family Sharing,3224,1,0.0,True,False,False,9,47,Schell Games,Schell Games,Fantasy and synthwave collide in this physically active VR sword fighting game. Grow stronger as you battle through an awesome neon environment and strike down magic-infused monstrosities in this hack-and-slash roguelite. Fight. Fall. Rise Again.,0.1150387596899225,1,"200,000 .. 500,000"
246720,Wayward Manor,6.99,False,False,False,"Jul 15, 2014",Adventure;Casual;Indie,Single-player;Steam Achievements;Family Sharing,80,0,0.0,True,True,False,1,81,"Moonshark, Inc.","Moonshark, Inc.","Neil Gaiman &amp; Wayward Manor invite you to jump into the afterlife of a disgruntled ghost, trying to reclaim his house from its newfound owners.",0.7037037037037037,0,"0 .. 20,000"
579950,Marvel's Guardians of the Galaxy: The Telltale Series,0.0,False,False,False,"Apr 18, 2017",Adventure,Single-player;Steam Achievements;Full controller support;Family Sharing,1829,0,0.0,True,True,False,9,30,Telltale Games,Telltale Games,"From Earth to the Milano to Knowhere and beyond, and set to the beat of awesome music, this five-part episodic series puts you in the rocket-powered boots of Star-Lord in an original Guardians adventure.",0.2639344262295082,1,"200,000 .. 500,000"
48700,Mount & Blade: Warband,19.99,False,False,False,"Mar 31, 2010",Action;RPG,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Family Sharing,166405,2,0.0,True,True,True,10,80,TaleWorlds Entertainment,TaleWorlds Entertainment,"In a land torn asunder by incessant warfare, it is time to assemble your own band of hardened warriors and enter the fray. Lead your men into battle, expand your realm, and claim the ultimate prize: the throne of Calradia!",0.0453529319856255,1,"5,000,000 .. 10,000,000"
454160,Dark Fear,3.99,False,False,False,"Jun 22, 2016",Adventure;Indie;RPG,Single-player;Steam Achievements;Family Sharing,224,0,0.0,True,False,False,1,32,Arif Games,Arif Games,"Dark Fear is a pixel horror game with RPG and adventure game elements. Explore a diverse landscape filled with forests, mountains, lakes and deserts. Make allies in the local village, upgrade your weapon and armor, go hunting/fishing and fight your way to the truth by slaying your foes, solving puzzles and helping people with their...",0.12,0,"0 .. 20,000"
212160,Vindictus,0.0,True,False,False,"Jun 22, 2012",Action;Adventure;Massively Multiplayer;RPG;Free To Play,Single-player;Multi-player;MMO;Co-op;Partial Controller Support,7863,0,0.0,True,False,False,1,0,NEXON,NEXON America Inc.,"Vindictus is an Action RPG that delivers the highest level of combat mechanics and high-quality visuals. Featuring a fully interactive environment, dungeon objects and monsters become part of your arsenal. Experience unique, creative action gameplay that sets a new standard for online RPGs.",0.6519582909460835,0,"2,000,000 .. 5,000,000"
3920,Sid Meier's Pirates!,9.99,False,False,False,"Jul 11, 2005",RPG,Single-player;Family Sharing,6894,0,0.0,True,False,False,1,0,Firaxis Games,2K,"Sail the Caribbean, marauding all on the high seas or ally your ship and crew as a privateer in search of riches - the life you choose is up to you. Face dogged enemies, raid unsuspecting villages, woo fair maidens, avoid capture or dig for buried treasure. Discover what it takes to become one of the most famous pirates in history!",0.1086294416243655,1,"200,000 .. 500,000"
201790,Orcs Must Die! 2,14.99,False,False,False,"Jul 30, 2012",Action;Adventure;Indie;RPG;Strategy,Single-player;Multi-player;Co-op;Online Co-op;LAN Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Family Sharing,19288,4,0.0,True,False,False,9,27,Robot Entertainment,Robot Entertainment,"You’ve tossed, burned and sliced them by the thousands – now orcs must die more than ever before! Grab a friend and slay orcs in untold numbers in this sequel to the 2011 AIAS Strategy Game of the Year from Robot Entertainment.",0.142205402042615,1,"2,000,000 .. 5,000,000"
969540,Pattern,14.99,False,False,False,"Apr 7, 2020",Indie,Single-player;Full controller support;Family Sharing,33,1,0.0,True,True,False,1,0,Galen Drew,Ice Water Games,Sometimes art isn't the product of a grand vision but rather the process. It's hard to know what you are trying to say until you've already said it.,0.5,0,"0 .. 20,000"
763030,Nelly Cootalot: Spoonbeaks Ahoy! HD,2.99,False,False,False,"May 22, 2019",Adventure;Indie,Single-player;Steam Achievements;Custom Volume Controls;Mouse Only Option;Playable without Timed Input;Save Anytime;Stereo Sound;Family Sharing,188,1,0.0,True,True,True,5,12,Alasdair Beckett-King,Application Systems Heidelberg,Nelly Cootalot is the stupidly named pirate adventurer with a heart of gold. Uncover corruption and wanton punning in this HD revival of a classic freeware adventure game.,0.2063492063492064,1,"50,000 .. 100,000"
418240,Shadow Tactics: Blades of the Shogun,39.99,False,False,False,"Dec 6, 2016",Indie;Strategy,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on TV;Family Sharing,37237,2,0.0,True,True,True,13,44,Mimimi Games,Daedalic Entertainment,"Shadow Tactics is a hardcore tactical stealth game set in Japan around the Edo period. A new Shogun seizes power over Japan and enforces nationwide peace. In his battle against conspiracy and rebellion, he recruits five specialists with extraordinary skills for assassination, sabotage and espionage.",0.0789784628605188,1,"1,000,000 .. 2,000,000"
200230,Off-Road Drive,4.99,False,False,False,"Sep 29, 2011",Racing;Simulation,Single-player;Multi-player;Steam Cloud;Family Sharing,677,0,0.0,True,False,False,7,0,1C-Avalon,Fulqrum Publishing,"Off-Road Drive, the off-road racing simulation for PC, is the first game ever to deliver a true-to-life, off-road, extreme racing experience. Players will take part in The Russian trophy, Off-Road Trial, Thai Trophy and many other events through the worst driving conditions with a variety of natural obstacles like swamps, rocks, snow and...",0.7212389380530974,0,"50,000 .. 100,000"
220090,The Journey Down: Chapter One,6.99,False,False,False,"Jan 9, 2013",Adventure;Indie,Single-player;Steam Trading Cards;Family Sharing,1287,0,0.0,True,True,True,2,0,SkyGoblin,SkyGoblin,"The Journey Down is a point-and-click series with an Afro-Caribbean twist. Get ready to embark on a journey of exploration, mystery and grave danger - but also a journey of warmth, friendship and love.",0.264751552795031,0,"100,000 .. 200,000"
228260,Fallen Enchantress: Legendary Heroes,24.99,False,False,False,"May 22, 2013",Indie;RPG;Strategy,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Family Sharing,2468,6,0.0,True,False,False,4,54,Stardock Entertainment,Stardock Entertainment,"Fallen Enchantress is 4X strategy game from the makers of Sins of a Solar Empire and Galactic Civilizations. Build a civilization in the magical world of Elemental. Recruit heroes, train armies, build cities, forge alliances and save the world in this rich world where it's never the same game twice.",0.5074929121101661,0,"200,000 .. 500,000"
1730080,Beyond the Long Night,1.79,False,False,False,"Apr 17, 2023",Action;Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing,170,1,0.0,True,True,False,8,53,Noisy Head Games,Yogscast Games,"Explore a whimsical underground world whilst being chased by a mysterious corrupting force in this charming twin-stick action roguelike! Befriend loveable characters, fend off enemies with chaotic abilities, and uncover the secrets of this subterranean kingdom caught in a time loop.",0.543859649122807,0,"0 .. 20,000"
283290,Nosferatu: The Wrath of Malachi,0.74,False,False,False,"Mar 6, 2014",Action;Adventure,Single-player;Steam Trading Cards;Steam Cloud;Family Sharing,3026,0,0.0,True,False,False,1,0,Idol FX,Funbox Media Ltd,"It is a misty evening in the year of our lord 1912. The Pattersons, a poor but proud aristocratic family of the British nobility, and some of their closest friends, arrive at the castle Malachi residence of a wealthy Romanian Count.",0.2520647505781301,0,"200,000 .. 500,000"
539470,Police Stories,19.99,False,False,False,"Sep 19, 2019",Action;Indie;Simulation;Strategy,Single-player;Multi-player;Co-op;Online Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor;Remote Play on TV;Remote Play Together;Family Sharing,8701,2,0.0,True,False,False,11,39,HypeTrain Digital,HypeTrain Digital,"A fresh take on top-down shooters with an emphasis on tactics that forces you to make split second decisions. Neutralize criminals, rescue civilians and defuse bombs in Single Player mode or Co-op. And remember - shooting first is not an option!",0.2977476442197195,0,"500,000 .. 1,000,000"
373420,Divinity: Original Sin - Enhanced Edition,39.99,False,False,False,"Oct 27, 2015",Adventure;Indie;RPG;Strategy,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Remote Play Together;Family Sharing,29066,1,0.0,True,True,True,11,54,Larian Studios,Larian Studios,"Gather your party and get ready for the kick-ass new version of GameSpot's PC Game of the Year 2014. With hours of new content, new game modes, full voiceovers, split-screen multiplayer, and thousands of improvements, there's never been a better time to explore the epic world of Rivellon!",0.2062476347748305,1,"1,000,000 .. 2,000,000"
1747050,Sam & Max: Beyond Time and Space,19.99,False,False,False,"Dec 8, 2021",Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Cloud;Remote Play on TV;Remote Play Together;Family Sharing,404,2,0.0,True,False,False,5,12,Skunkape Games,Skunkape Games,"The Freelance Police are back on the crime beat in a newly remastered version of their second episodic season. Zombies will dance. Mariachis will sing. A giant battle robot will trash the streets. And when their friends’ lives are at stake, Sam &amp; Max will risk their very souls to set things right.",0.0271604938271604,1,"0 .. 20,000"
2183900,"Warhammer 40,000: Space Marine 2",59.99,False,False,False,"Sep 9, 2024",Action;Adventure;RPG,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Adjustable Text Size;Camera Comfort;Color Alternatives;Custom Volume Controls;Adjustable Difficulty;Stereo Sound;Subtitle Options;Surround Sound;Steam Cloud;Family Sharing,162585,22,17.0,True,False,False,17,50,Saber Interactive,Focus Entertainment,Embody the superhuman skill and brutality of a Space Marine. Unleash deadly abilities and devastating weaponry to obliterate the relentless Tyranid swarms. Defend the Imperium in spectacular third-person action in solo or multiplayer modes.,0.3425448685618688,1,"5,000,000 .. 10,000,000"
489630,"Warhammer 40,000: Gladius - Relics of War",39.99,False,False,False,"Jul 12, 2018",Strategy,Single-player;Multi-player;PvP;Online PvP;LAN PvP;Shared/Split Screen PvP;Co-op;Online Co-op;LAN Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Remote Play Together;Family Sharing,14975,20,0.0,True,False,True,6,166,Proxy Studios,Slitherine Ltd.,"Warhammer 40,000: Gladius – Relics of War brings you to a world of terror and violence. Four factions will engage in a brutal war for dominance over the planet’s resources. In the first turn-based 4X strategy game set in Warhammer 40,000 you will lead one of four unique factions.",0.3713274572649573,0,"1,000,000 .. 2,000,000"
1299460,Wanderstop,24.99,False,False,False,"Mar 11, 2025",Adventure;Indie;Simulation,Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing,1756,1,0.0,True,False,False,11,11,Ivy Road,Annapurna Interactive,"From the creator of The Stanley Parable and The Beginner’s Guide comes Wanderstop, a narrative-centric cozy game about change and tea.",0.1371656232214001,1,"50,000 .. 100,000"
276810,Mordheim: City of the Damned,19.99,False,False,False,"Nov 19, 2015",RPG;Strategy,Single-player;Multi-player;PvP;Online PvP;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Family Sharing,8061,6,0.0,True,False,False,7,109,Rogue Factor,Nacon,"Mordheim: City of the Damned is the first video game adaptation of Games Workshop's cult classic tabletop game Mordheim. Set in the Warhammer World's decimated Empire city, Mordheim: City of the Damned is a turn-based tactical game where you lead warbands into bloody and lethal skirmishes.",0.595261721657157,0,"500,000 .. 1,000,000"
411330,Men of Valor,9.99,False,False,False,"Feb 9, 2016",Action,Single-player;Multi-player;Family Sharing,680,0,0.0,True,False,False,6,0,2015,THQ Nordic,"Vietnam, 1965. You are Dean Shepard, a &quot;cherry&quot; to the 'Nam with zero war experience other than standard boot camp training at Parris Island, SC. Along with your platoon, you will fight the NVA and the Vietcong in true historic locales and battles.",0.6240822320117474,0,"100,000 .. 200,000"
578620,GORN,19.99,False,False,False,"Jul 18, 2019",Action;Indie,Single-player;Tracked Controller Support;VR Only;SteamVR Collectibles;Family Sharing,8163,0,0.0,True,False,False,1,0,Free Lives,Devolver Digital,"GORN is a ludicrously violent VR gladiator simulator, made by Free Lives, the developers of Broforce and Genital Jousting.",0.1184468397844193,1,"200,000 .. 500,000"
3130,Men of War: Red Tide,4.99,False,False,False,"Nov 1, 2009",Strategy,Single-player;Multi-player;PvP;LAN PvP;Co-op;LAN Co-op;Steam Trading Cards;Steam Cloud;Family Sharing,826,0,0.0,True,False,False,4,0,Fulqrum Publishing,Fulqrum Publishing,"Red Tide blends deep RTS tactics with the raw intensity of third-person combat. Created in collaboration with author Alexander Zorich, this standalone expansion tells the story of the Black Coats – Soviet Naval Infantry famed for their ruthless precision in the Black Sea campaigns.",0.2938331318016929,0,"100,000 .. 200,000"
1368870,Field of Glory II: Medieval,29.99,False,False,False,"Feb 4, 2021",Simulation;Strategy,Single-player;Multi-player;PvP;Online PvP;Steam Cloud;Remote Play Together;Family Sharing,484,5,0.0,True,False,False,4,20,Byzantine Games,Slitherine Ltd.,Field of Glory II Medieval is a turn-based tactical game set in the High Middle Ages from 1040 AD to 1270 AD. Developed by legendary designer Richard Bodley Scott it brings the best from the tabletop world into the best digital framework.,0.2577319587628865,0,"20,000 .. 50,000"
427680,Zwei: The Arges Adventure,4.49,False,False,False,"Jan 24, 2018",Action;RPG,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Family Sharing,466,0,0.0,True,False,False,2,22,Nihon Falcom,XSEED Games,Filterless fashionista Pipiro and poindextrous punster Pokkle are ordinary step-siblings facing an ordinary day in their ordinary little burg...until a grand theft macguffin occurs and they decide to become unlikely heroes for cash and glory (in that order). This goes about as well as you’d expect.,0.3747323340471092,0,"50,000 .. 100,000"
704860,Keepsake,0.99,False,False,False,"Apr 17, 2018",Adventure;Casual;Indie,Single-player;Steam Achievements;Steam Cloud;Family Sharing,342,0,0.0,True,True,False,8,14,Wicked Studios,Wicked Studios,"Keepsake was a labor of love developed 10 years ago by us as an independent studio. For its anniversary, we thought it would be great to see it live again on steam and gain a new following, as we feel that it is still relevant today.",0.3411078717201166,0,"50,000 .. 100,000"
1057090,Ori and the Will of the Wisps,29.99,False,False,False,"Mar 10, 2020",Action,Single-player;Steam Achievements;Full controller support;Steam Cloud;Remote Play on Phone;Remote Play on Tablet;Remote Play on TV;HDR available;Family Sharing,136690,1,0.0,True,False,False,21,37,Moon Studios GmbH,Xbox Game Studios,"Play the critically acclaimed masterpiece. Embark on a new journey in a vast, exotic world where you’ll encounter towering enemies and challenging puzzles on your quest to unravel Ori’s destiny.",0.0687901910147705,1,"2,000,000 .. 5,000,000"
883710,Resident Evil 2,39.99,False,False,False,"Jan 24, 2019",Action,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on Tablet;Remote Play on TV;HDR available;Family Sharing,172857,13,17.0,True,False,False,15,44,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","A deadly virus engulfs the residents of Raccoon City in September of 1998, plunging the city into chaos as flesh eating zombies roam the streets for survivors. An unparalleled adrenaline rush, gripping storyline, and unimaginable horrors await you. Witness the return of Resident Evil 2.",0.0602864779182913,1,"5,000,000 .. 10,000,000"
401360,The Aquatic Adventure of the Last Human,9.99,False,False,False,"Jan 19, 2016",Action;Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on TV;Family Sharing,470,1,0.0,True,True,True,1,21,YCJY Games,YCJY Games,Explore the ruins of the human race and discover the thriving wildlife that blossomed after our extinction in this underwater action/adventure. Encounter monstrous creatures and let curiosity guide you through an inevitable voyage of extinction.,0.4904458598726114,0,"50,000 .. 100,000"
525480,.hack//G.U. Last Recode,49.99,False,False,False,"Nov 3, 2017",RPG,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Remote Play on TV;Family Sharing,3872,0,0.0,True,False,False,5,52,CyberConnect2,Bandai Namco Entertainment,".hack//G.U. is back! This collection includes all 3 original .hack//G.U. titles, Rebirth, Reminisce, and Redemption, all fully restored and remastered. As well as an all new 4th Volume: .hack//G.U. Reconnection.",0.26568551510457,0,"200,000 .. 500,000"
510510,WWE 2K17,0.0,False,False,False,"Feb 7, 2017",Simulation;Sports,Single-player;Multi-player;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Remote Play on TV;Remote Play Together;Family Sharing,1698,0,0.0,True,False,False,6,59,Visual Concepts,2K,"NOTE: All multiplayer servers for WWE 2K17 will be shutdown as of 6/30/2022. After that time, all game functions requiring online servers will no longer function.",0.7139493819894056,0,"100,000 .. 200,000"
109700,Achron,19.99,False,False,False,"Aug 29, 2011",Indie;Strategy,Single-player;Multi-player;Family Sharing,111,0,0.0,True,False,False,1,18,Hazardous Software Inc.,Hazardous Software Inc.,"As one of the survivors and humankind's first “Achronal” being, you must piece together what happened and unravel the mysteries surrounding the alien invasion.",0.7232142857142857,0,"20,000 .. 50,000"
352240,The Westport Independent,0.0,True,False,False,"Jan 21, 2016",Indie;Simulation,Single-player;Steam Achievements;Steam Cloud,312,0,0.0,True,True,True,1,20,Double Zero One Zero,Double Zero One Zero,"The Westport Independent is a censorship simulator taking place in a post-war country, governed by the recently elected Loyalist Party. As the editor of one of the last independent newspapers in the country, your job is to remove and edit the content of your paper, affecting the people’s opinion of both the rebels and the Loyalist...",0.4952076677316294,0,"50,000 .. 100,000"
38410,Fallout 2: A Post Nuclear Role Playing Game,9.99,False,False,False,"Aug 19, 2009",RPG,Single-player;Steam Cloud;Family Sharing,15434,0,16.0,True,False,False,3,0,Black Isle Studios,Bethesda Softworks,"Fallout® 2 is the sequel to the critically acclaimed game that took RPG'ing out of the dungeons and into a dynamic, apocalyptic retro-future. It's been 80 long years since your ancestors trod across the wastelands.",0.1146096533851636,1,"1,000,000 .. 2,000,000"
592480,Knights And Bikes,19.99,False,False,False,"Aug 26, 2019",Action;Adventure;Indie,Single-player;Multi-player;Co-op;Online Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on TV;Remote Play Together;Family Sharing,581,1,0.0,True,True,True,4,36,Foam Sword,Foam Sword,"Saddle up for a bike-riding, frisbee-throwing, goose-petting, friendship-building, treasure-hunting, story-driven adventure for 1 or 2 players!",0.197594501718213,1,"0 .. 20,000"
